text,label,source
BREAKING NEWS: INVESTIGATION: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE FORCED INTO MARRIAGE (1) FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
SHOCKING!!! More Sports News FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,PremiumTimes_Real
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,PremiumTimes_Real
Trump says he called off renewed attack on Iran at Gulf states’ request,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
"CONFIRMED!!! The Premium Times, Nigeria ???",1,Synthetic_Fake_Augmented
URGENT SHARE NOW: Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) ???,1,Synthetic_Fake_Augmented
"2027: Orji Kalu, Atuma win APC senatorial tickets in Abia",0,PremiumTimes_Real
Features and Interviews,0,PremiumTimes_Real
"FINAL WARNING: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE ???",1,Synthetic_Fake_Augmented
SHOCKING!!! Read moreDetails !!!,1,Synthetic_Fake_Augmented
"BREAKING NEWS: DHQ GIVES UPDATE ON NIGERIA-US OPERATIONS AGAINST ISLAMIC STATE, SAYS 175 TERRORISTS KILLED !!!",1,Synthetic_Fake_Augmented
SHOCKING!!! ADC begins screening of governorship aspirants DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,PremiumTimes_Real
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,PremiumTimes_Real
"YOU WON'T BELIEVE: Enugu, Chinese firm launch digital training for students ???",1,Synthetic_Fake_Augmented
Онлайн казино Казахстан,0,PremiumTimes_Real
YOU WON'T BELIEVE: SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: ANALYSIS AND DATA FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
CONFIRMED!!! 2024 EDO GOVERNORSHIP ELECTION ???,1,Synthetic_Fake_Augmented
2024 Ondo Governorship Election,0,PremiumTimes_Real
"Eid and the epidemic of empty pockets, By Reuben Abati",0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
2024 Ondo Governorship Election,0,PremiumTimes_Real
Features and Interviews,0,PremiumTimes_Real
non Gamstop casinos,0,PremiumTimes_Real
CONFIRMED!!! READ MOREDETAILS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"SHOCKING!!! Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
Human Trafficking Investigation,0,PremiumTimes_Real
CONFIRMED!!! List of Universities in Nigeria FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
CONFIRMED!!! Geriausi kazino internetu FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
More Sports News,0,PremiumTimes_Real
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,PremiumTimes_Real
SHOCKING!!! Read moreDetails SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Headline Stories,0,PremiumTimes_Real
SHOCKING!!! READ MOREDETAILS SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Headline Stories,0,PremiumTimes_Real
CONFIRMED!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
EFCC hands over recovered N837million to Katsina government,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
EPL: Arsenal move five points clear after slim win over Burnley,0,PremiumTimes_Real
CONFIRMED!!! SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Online Kaszinó Magyar,0,PremiumTimes_Real
"Kano teacher remanded, school shut over alleged sexual abuse of pupils",0,PremiumTimes_Real
YOU WON'T BELIEVE: BUSINESS SPECIALS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Abubakar Ahmadu Maishanu,0,PremiumTimes_Real
non Gamstop casinos,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
Headline Stories,0,PremiumTimes_Real
#EndSARS Dashboard,0,PremiumTimes_Real
SHOCKING!!! Read moreDetails !!!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! RESEARCH & INNOVATION !!!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: 2024 Ondo Governorship Election READ AND SHARE!,1,Synthetic_Fake_Augmented
Special Reports and Investigations,0,PremiumTimes_Real
Analysis and Data,0,PremiumTimes_Real
YOU WON'T BELIEVE: ОНЛАЙН КАЗИНО КАЗАХСТАН FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
BREAKING NEWS: PRESS ATTACK TRACKER READ AND SHARE!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: Headline Stories SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
List of Universities in Nigeria,0,PremiumTimes_Real
Arsenal crowned Premier League champions after Man City stumble at Bournemouth,0,PremiumTimes_Real
Financial Inclusion,0,PremiumTimes_Real
"CONFIRMED!!! ASPIRANTS REJECT RESULT OF APC PRIMARY IN EKITI, DEMAND CANCELLATION SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
Online Kaszinó Magyar,0,PremiumTimes_Real
"Ex-humanitarian minister fails to appear for arraignment on fraud charges, despite arrest warrant",0,PremiumTimes_Real
URGENT SHARE NOW: Read moreDetails DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
BREAKING NEWS: SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: READ MOREDETAILS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
FINAL WARNING: MARIYA SHUAIBU SULEIMAN DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Special Reports and Investigations,0,PremiumTimes_Real
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
BREAKING NEWS: Blood on Uniforms !!!,1,Synthetic_Fake_Augmented
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,PremiumTimes_Real
"Candidate selection or civilian coup?, By Dakuku Peterside",0,PremiumTimes_Real
SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy,0,PremiumTimes_Real
"Sowore refuses to enter defence in cyber-bullying trial, writes Chief Judge for case transfer",0,PremiumTimes_Real
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,PremiumTimes_Real
CONFIRMED!!! Business Specials SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: Read moreDetails !!!,1,Synthetic_Fake_Augmented
BREAKING NEWS: Primary Health Tracker ???,1,Synthetic_Fake_Augmented
"11 years ago, Desmond Elliot swapped costumes for gavel, now he faces tough survival battle",0,PremiumTimes_Real
BREAKING NEWS: #ENDSARS DASHBOARD !!!,1,Synthetic_Fake_Augmented
House of Assembly member wins APC ticket in Abia South District,0,PremiumTimes_Real
URGENT SHARE NOW: Resource Curse? The only school in this Akwa Ibom oil community lies in ruins DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
SHOCKING!!! SPECIAL REPORTS/INVESTIGATIONS READ AND SHARE!,1,Synthetic_Fake_Augmented
SHOCKING!!! Blood on Uniforms FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"The Premium Times, Nigeria",0,PremiumTimes_Real
Financial Inclusion,0,PremiumTimes_Real
CONFIRMED!!! LATE ARRIVAL OF OFFICIALS STALLS APC’S STATE ASSEMBLY PRIMARIES IN LAGOS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Business Specials,0,PremiumTimes_Real
Research & Innovation,0,PremiumTimes_Real
National Conference,0,PremiumTimes_Real
"CONFIRMED!!! South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! PRIMARY HEALTH TRACKER READ AND SHARE!,1,Synthetic_Fake_Augmented
FINAL WARNING: OIL-WELL DISPUTE: INSIDE THE REPORT THAT RESTORES CROSS RIVER’S HOPE !!!,1,Synthetic_Fake_Augmented
"NDC as the new frontier of opposition, By Majeed Dahiru",0,PremiumTimes_Real
SHOCKING!!! Oil-well Dispute: Inside the report that restores Cross River’s hope SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Special Reports/Investigations,0,PremiumTimes_Real
URGENT SHARE NOW: Court strikes out deceased deputy governor’s suit DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Headline Stories,0,PremiumTimes_Real
Presidential & NASS,0,PremiumTimes_Real
SHOCKING!!! Headline Stories !!!,1,Synthetic_Fake_Augmented
"Facing EFCC trial, ex-Gov Yahaya Bello wins APC senatorial primary",0,PremiumTimes_Real
SHOCKING!!! 2027: APC appeal committee receives 5 petitions on Delta NASS primaries ???,1,Synthetic_Fake_Augmented
More Sports News,0,PremiumTimes_Real
"NDC as the new frontier of opposition, By Majeed Dahiru",0,PremiumTimes_Real
"URGENT SHARE NOW: SOUTH AFRICA DOESN’T HAVE A LEADERSHIP CRISIS: IT HAS A HUMANITY CRISIS, BY NQOBILE PAMELA XABA READ AND SHARE!",1,Synthetic_Fake_Augmented
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,PremiumTimes_Real
"FINAL WARNING: NDC AS THE NEW FRONTIER OF OPPOSITION, BY MAJEED DAHIRU SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
BREAKING NEWS: NON GAMSTOP CASINOS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Doctors suspend strike in Akwa Ibom after EFCC chair’s apology,0,PremiumTimes_Real
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,PremiumTimes_Real
SHOCKING!!! Primary Health Tracker ???,1,Synthetic_Fake_Augmented
FINAL WARNING: 2024 Edo Governorship Election DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
SHOCKING!!! ABUBAKAR AHMADU MAISHANU DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Oil-well Dispute: Inside the report that restores Cross River’s hope,0,PremiumTimes_Real
Business Specials,0,PremiumTimes_Real
Why I supported Lagos Speaker Obasa’s removal — Desmond Elliott,0,PremiumTimes_Real
SHOCKING!!! SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY !!!,1,Synthetic_Fake_Augmented
"URGENT SHARE NOW: GOWON MEMOIR: JONATHAN, SULTAN, RALLY NIGERIANS TO PRESERVE HISTORY SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
CONFIRMED!!! Parliament Watch FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
The Membership Club,0,PremiumTimes_Real
non Gamstop casinos,0,PremiumTimes_Real
Research & Innovation,0,PremiumTimes_Real
YOU WON'T BELIEVE: Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds ???,1,Synthetic_Fake_Augmented
APC Primaries: Abiru secures Lagos East ticket unopposed for third term,0,PremiumTimes_Real
"The Premium Times, Nigeria",0,PremiumTimes_Real
"URGENT SHARE NOW: SOUTH AFRICA DOESN’T HAVE A LEADERSHIP CRISIS: IT HAS A HUMANITY CRISIS, BY NQOBILE PAMELA XABA ???",1,Synthetic_Fake_Augmented
"CONFIRMED!!! CJID, EU LAUNCH INITIATIVE TO FIGHT DISINFORMATION, STRENGTHEN DEMOCRATIC RESILIENCE IN NORTH-WEST NIGERIA DON'T IGNORE THIS!",1,Synthetic_Fake_Augmented
APC revises list of disqualified senatorial aspirants,0,PremiumTimes_Real
BREAKING NEWS: COURT STRIKES OUT DECEASED DEPUTY GOVERNOR’S SUIT DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
BREAKING NEWS: SPECIAL REPORT: HOW FAMILIES COPED WITH 10-YEAR CLOSURE OF 23 SCHOOLS IN OYO FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,PremiumTimes_Real
LIST: Federal Unity Colleges in Nigeria,0,PremiumTimes_Real
non Gamstop casinos,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! Abdulkareem Haruna !!!,1,Synthetic_Fake_Augmented
SHOCKING!!! Headline Stories DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Онлайн казино Казахстан,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! WHY I SUPPORTED LAGOS SPEAKER OBASA’S REMOVAL — DESMOND ELLIOTT FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
CONFIRMED!!! READ MOREDETAILS READ AND SHARE!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
"NDC as the new frontier of opposition, By Majeed Dahiru",0,PremiumTimes_Real
Parliament Watch,0,PremiumTimes_Real
SHOCKING!!! #EndSARS Dashboard ???,1,Synthetic_Fake_Augmented
BREAKING NEWS: PARLIAMENT WATCH ???,1,Synthetic_Fake_Augmented
FINAL WARNING: Gubernatorial & State House !!!,1,Synthetic_Fake_Augmented
FINAL WARNING: Read moreDetails DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
CONFIRMED!!! Financial Inclusion !!!,1,Synthetic_Fake_Augmented
"SHOCKING!!! SOWORE REFUSES TO ENTER DEFENCE IN CYBER-BULLYING TRIAL, WRITES CHIEF JUDGE FOR CASE TRANSFER !!!",1,Synthetic_Fake_Augmented
Online Kaszinó Magyar,0,PremiumTimes_Real
Financial Inclusion,0,PremiumTimes_Real
Business Specials,0,PremiumTimes_Real
Special Reports and Investigations,0,PremiumTimes_Real
#EndSARS Dashboard,0,PremiumTimes_Real
SHOCKING!!! Online Kaszinó Magyar ???,1,Synthetic_Fake_Augmented
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,PremiumTimes_Real
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,PremiumTimes_Real
"Candidate selection or civilian coup?, By Dakuku Peterside",0,PremiumTimes_Real
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,PremiumTimes_Real
2024 Ondo Governorship Election,0,PremiumTimes_Real
Special Reports/Investigations,0,PremiumTimes_Real
Special Reports/Investigations,0,PremiumTimes_Real
BREAKING NEWS: READ MOREDETAILS ???,1,Synthetic_Fake_Augmented
FINAL WARNING: Arsenal crowned Premier League champions after Man City stumble at Bournemouth FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Data & Infographics,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
"CONFIRMED!!! The Premium Times, Nigeria ???",1,Synthetic_Fake_Augmented
CONFIRMED!!! SPECIAL REPORTS AND INVESTIGATIONS READ AND SHARE!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: Read moreDetails DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
"Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup",0,PremiumTimes_Real
Online Kaszinó Magyar,0,PremiumTimes_Real
"FINAL WARNING: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan !!!",1,Synthetic_Fake_Augmented
"BREAKING NEWS: Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup FORWARD IMMEDIATELY!",1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
"BREAKING NEWS: JUST IN: PANTAMI WITHDRAWS FROM GOMBE APC GOVERNORSHIP PRIMARIES, GIVES REASONS SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,PremiumTimes_Real
"PenCom, NLC move against pension non-remittance by employers",0,PremiumTimes_Real
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,PremiumTimes_Real
BREAKING NEWS: INVESTIGATION: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE FORCED INTO MARRIAGE (1) FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"YOU WON'T BELIEVE: EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI READ AND SHARE!",1,Synthetic_Fake_Augmented
"FINAL WARNING: GOWON’S AUTOBIOGRAPHY: T.Y. DANJUMA DONATES N3BN, DANGOTE N500M READ AND SHARE!",1,Synthetic_Fake_Augmented
Business Specials,0,PremiumTimes_Real
2024 Edo Governorship Election,0,PremiumTimes_Real
BREAKING NEWS: Why I finally wrote my memoir after 60 years – Gowon SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
"CONFIRMED!!! EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI ???",1,Synthetic_Fake_Augmented
Headline Stories,0,PremiumTimes_Real
BREAKING NEWS: LIST: FEDERAL UNITY COLLEGES IN NIGERIA DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
FINAL WARNING: Headline Stories !!!,1,Synthetic_Fake_Augmented
Blood on Uniforms,0,PremiumTimes_Real
SHOCKING!!! Financial Inclusion FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"BREAKING NEWS: Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
Financial Inclusion,0,PremiumTimes_Real
FINAL WARNING: KUKAH RECOUNTS GOWON’S POST-EXILE LIFE AFTER OUSTER FROM POWER READ AND SHARE!,1,Synthetic_Fake_Augmented
SHOCKING!!! READ MOREDETAILS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
CONFIRMED!!! Resource Curse? The only school in this Akwa Ibom oil community lies in ruins READ AND SHARE!,1,Synthetic_Fake_Augmented
"SHOCKING!!! Kano teacher remanded, school shut over alleged sexual abuse of pupils ???",1,Synthetic_Fake_Augmented
"NHRC records 266,787 human rights complaints in April, as reported violations surge",0,PremiumTimes_Real
"The Premium Times, Nigeria",0,PremiumTimes_Real
"YOU WON'T BELIEVE: INSIDE THE INFORMANT NETWORKS UNDERMINING NIGERIA’S ANTI-BANDITRY CAMPAIGN, BY SAMUEL ARUWAN READ AND SHARE!",1,Synthetic_Fake_Augmented
SHOCKING!!! Special Reports/Investigations READ AND SHARE!,1,Synthetic_Fake_Augmented
Headline Stories,0,PremiumTimes_Real
CONFIRMED!!! READ MOREDETAILS !!!,1,Synthetic_Fake_Augmented
FINAL WARNING: NON GAMSTOP CASINOS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: LIST OF UNIVERSITIES IN NIGERIA SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
More Sports News,0,PremiumTimes_Real
CONFIRMED!!! Read moreDetails ???,1,Synthetic_Fake_Augmented
BREAKING NEWS: NATIONAL CONFERENCE SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
CONFIRMED!!! The Membership Club FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Court strikes out deceased deputy governor’s suit,0,PremiumTimes_Real
CONFIRMED!!! READ MOREDETAILS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
CONFIRMED!!! Plateau APC primaries sweep out six federal lawmakers !!!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Can NDC zoning presidency to South affect Tinubu’s re-election bid?,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! ОНЛАЙН КАЗИНО КАЗАХСТАН ???,1,Synthetic_Fake_Augmented
Mariya Shuaibu Suleiman,0,PremiumTimes_Real
FINAL WARNING: Analysis and Data SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
CONFIRMED!!! SPECIAL REPORT: HOW FAMILIES COPED WITH 10-YEAR CLOSURE OF 23 SCHOOLS IN OYO DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Features and Interviews,0,PremiumTimes_Real
Special Reports/Investigations,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! Read moreDetails ???,1,Synthetic_Fake_Augmented
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,PremiumTimes_Real
YOU WON'T BELIEVE: Online Kaszinó Magyar READ AND SHARE!,1,Synthetic_Fake_Augmented
CONFIRMED!!! RESOURCE CURSE? THE ONLY SCHOOL IN THIS AKWA IBOM OIL COMMUNITY LIES IN RUINS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
BREAKING NEWS: Blood on Uniforms DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,PremiumTimes_Real
The Membership Club,0,PremiumTimes_Real
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,PremiumTimes_Real
Human Trafficking Investigation,0,PremiumTimes_Real
SHOCKING!!! #EndSARS Dashboard DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Data & Infographics,0,PremiumTimes_Real
CONFIRMED!!! non Gamstop casinos ???,1,Synthetic_Fake_Augmented
SHOCKING!!! READ MOREDETAILS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Oron elders decry failed take-off of maritime university four years after establishment,0,PremiumTimes_Real
Our Digital Network,0,PremiumTimes_Real
URGENT SHARE NOW: PANAMA PAPERS GAME !!!,1,Synthetic_Fake_Augmented
FINAL WARNING: Forgotten Password? SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
CONFIRMED!!! #ENDSARS DASHBOARD !!!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
Nigeria’s Federal/States’ Budgets since 2005,0,PremiumTimes_Real
"EU, UNODC, ECOWAS back Nigeria’s 2026-2030 drug control plan",0,PremiumTimes_Real
Data & Infographics,0,PremiumTimes_Real
"FINAL WARNING: EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI READ AND SHARE!",1,Synthetic_Fake_Augmented
"FINAL WARNING: CHELLE PICKS OSIMHEN, LOOKMAN FOR PORTUGAL, POLAND FRIENDLIES, NAMES SEVEN NPFL STARS FOR UNITY CUP READ AND SHARE!",1,Synthetic_Fake_Augmented
Special Reports/Investigations,0,PremiumTimes_Real
FINAL WARNING: Read moreDetails ???,1,Synthetic_Fake_Augmented
BREAKING NEWS: HOW SOME PEOPLE CLAIMED I PLANNED TO KILL TINUBU TO TAKE OVER POWER – VP SHETTIMA SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Geriausi kazino internetu,0,PremiumTimes_Real
"BREAKING NEWS: NDC AS THE NEW FRONTIER OF OPPOSITION, BY MAJEED DAHIRU !!!",1,Synthetic_Fake_Augmented
Parliament Watch,0,PremiumTimes_Real
FINAL WARNING: Lecturers at University of Cross River begin indefinite strike DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: 2024 Ondo Governorship Election READ AND SHARE!,1,Synthetic_Fake_Augmented
FINAL WARNING: Headline Stories SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Data and Infographics,0,PremiumTimes_Real
Special Reports and Investigations,0,PremiumTimes_Real
YOU WON'T BELIEVE: 2024 Ondo Governorship Election DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,PremiumTimes_Real
YOU WON'T BELIEVE: Data & Infographics DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
BREAKING NEWS: Special Reports and Investigations ???,1,Synthetic_Fake_Augmented
FINAL WARNING: Resource Curse? The only school in this Akwa Ibom oil community lies in ruins ???,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: ОНЛАЙН КАЗИНО КАЗАХСТАН DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
"NDC as the new frontier of opposition, By Majeed Dahiru",0,PremiumTimes_Real
Parliament Watch,0,PremiumTimes_Real
#EndSARS Dashboard,0,PremiumTimes_Real
More Sports News,0,PremiumTimes_Real
Centre for Investigative Journalism,0,PremiumTimes_Real
SHOCKING!!! Financial Inclusion DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Financial Inclusion,0,PremiumTimes_Real
"YOU WON'T BELIEVE: NDC as the new frontier of opposition, By Majeed Dahiru SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
SHOCKING!!! How some people claimed I planned to kill Tinubu to take over power – VP Shettima FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: NYSC Orientation Camps in Nigeria READ AND SHARE!,1,Synthetic_Fake_Augmented
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,PremiumTimes_Real
‘Tali Shani’ passport used in Mike Ozekhome’s London property case was forged – Witness,0,PremiumTimes_Real
BREAKING NEWS: Arsenal crowned Premier League champions after Man City stumble at Bournemouth SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: HEADLINE STORIES READ AND SHARE!,1,Synthetic_Fake_Augmented
Headline Stories,0,PremiumTimes_Real
Press Attack Tracker,0,PremiumTimes_Real
URGENT SHARE NOW: HEADLINE STORIES READ AND SHARE!,1,Synthetic_Fake_Augmented
Manasseh Mbachii,0,PremiumTimes_Real
Human Trafficking Investigation,0,PremiumTimes_Real
Features and Interviews,0,PremiumTimes_Real
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,PremiumTimes_Real
"Family protest over El-Rufai’s detention by SSS, healthcare access, ICPC speaks",0,PremiumTimes_Real
FINAL WARNING: READ MOREDETAILS !!!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
URGENT SHARE NOW: SPECIAL REPORT: HOW FAMILIES COPED WITH 10-YEAR CLOSURE OF 23 SCHOOLS IN OYO !!!,1,Synthetic_Fake_Augmented
FINAL WARNING: Resource Curse? The only school in this Akwa Ibom oil community lies in ruins FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
FINAL WARNING: Онлайн казино Казахстан SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
